rowLabel,time(s),nformants,F1(Hz),B1(Hz),F2(Hz),B2(Hz),F3(Hz),B3(Hz),F4(Hz),B4(Hz),F5(Hz),B5(Hz)
?,0.204,4,1138.839,705.7860000000001,2324.8779999999997,790.495,3590.195,1220.833,3948.253,1279.558,--undefined--,--undefined--
?,0.214,4,1040.088,582.8340000000001,2368.208,540.987,3620.3109999999997,862.6360000000001,4163.764,1976.715,--undefined--,--undefined--
?,0.22399999999999998,4,991.289,678.835,2308.114,408.00800000000004,3615.778,847.0169999999999,4595.061,2079.167,--undefined--,--undefined--
?,0.23399999999999999,4,958.931,783.449,2292.471,426.39300000000003,3623.1620000000003,798.762,4842.686,1699.016,--undefined--,--undefined--
?,0.244,4,1016.8939999999999,823.944,2452.13,522.982,3678.738,700.145,5005.023,1296.288,--undefined--,--undefined--
?,0.254,4,1090.9489999999998,544.317,2478.784,579.78,3746.635,885.4639999999999,4365.661,3031.256,--undefined--,--undefined--
?,0.264,4,1113.192,535.408,2280.16,719.105,3517.3459999999995,936.595,4202.816,1270.449,--undefined--,--undefined--
?,0.27399999999999997,4,1150.927,591.525,2202.881,705.0239999999999,3535.5159999999996,736.924,4227.958,1347.018,--undefined--,--undefined--
?,0.284,4,1191.968,661.1389999999999,2329.02,792.7080000000001,3638.2529999999997,916.317,4036.944,1717.644,--undefined--,--undefined--
?,0.294,4,1218.488,949.279,2485.5,840.3939999999999,3712.2670000000003,631.472,4964.887,1900.084,--undefined--,--undefined--
?,0.304,5,823.205,2858.3190000000004,999.8710000000001,1125.555,2412.698,905.7180000000001,3739.427,585.299,4928.002,1590.417
?,0.314,5,823.916,3362.11,908.7689999999999,879.8839999999999,2324.96,703.1,3778.774,599.632,4900.011,1502.033
?,0.324,5,791.441,768.6139999999999,1426.693,2198.437,2374.143,735.799,3768.395,593.798,4912.865,1297.345
?,0.33399999999999996,5,703.0269999999999,656.653,1602.609,1156.558,2680.305,988.903,3774.281,703.334,4875.585,1262.642
?,0.344,5,612.5409999999999,713.663,1550.773,765.5880000000001,2922.719,1046.323,3706.938,901.158,4758.682,951.109
?,0.354,4,1365.537,1029.417,2164.672,2557.32,3496.72,696.957,4739.862,960.852,--undefined--,--undefined--
?,0.364,4,1226.138,730.04,2114.495,1314.307,3488.728,652.419,4747.227,1071.171,--undefined--,--undefined--
?,0.374,5,451.767,479.779,1535.2120000000002,373.374,2314.438,717.596,3654.085,569.505,4832.545,586.296
?,0.384,5,427.212,254.382,1481.8270000000002,219.66299999999998,2189.129,300.31,3601.491,971.843,4810.436,711.185
?,0.39399999999999996,5,417.066,258.608,1481.7079999999999,218.731,2198.8379999999997,303.043,3527.253,1338.11,4842.304,907.025
?,0.40399999999999997,5,401.595,269.192,1481.6570000000002,223.465,2209.745,326.781,3587.491,1105.467,4888.942,1112.064
?,0.414,5,377.48199999999997,306.58,1490.006,241.928,2240.285,398.25800000000004,3675.194,685.151,4917.065,1226.702
?,0.424,5,319.587,509.647,1528.2179999999998,343.94599999999997,2396.154,765.3710000000001,3717.073,491.373,4941.012,1167.789
?,0.434,4,1030.96,2575.7470000000003,1754.017,774.1139999999999,3622.5490000000004,716.25,4945.864,2416.726,--undefined--,--undefined--
?,0.444,4,866.7410000000001,1108.661,1894.461,459.376,3535.508,628.533,4455.094,1196.527,--undefined--,--undefined--
?,0.45399999999999996,4,683.238,894.42,1863.06,530.746,3603.242,627.168,4698.067,1277.86,--undefined--,--undefined--
?,0.46399999999999997,4,933.51,1069.1789999999999,1867.6470000000002,743.038,3514.48,538.414,4374.99,1754.13,--undefined--,--undefined--
?,0.474,4,911.965,822.7860000000001,1892.771,837.347,3430.1459999999997,419.108,4380.676,1430.375,--undefined--,--undefined--
?,0.484,4,869.4069999999999,708.37,1862.72,773.706,3414.1020000000003,438.469,4436.391,1167.932,--undefined--,--undefined--
?,0.494,4,906.643,636.793,1889.471,717.6610000000001,3447.6040000000003,556.068,4331.991,1082.771,--undefined--,--undefined--
?,0.504,4,923.783,582.549,1930.796,553.774,3482.478,575.659,4322.967,886.649,--undefined--,--undefined--
?,0.514,4,883.0210000000001,591.396,1942.442,430.9,3447.2929999999997,522.431,4418.583,649.813,--undefined--,--undefined--
?,0.524,4,775.454,525.336,1897.3570000000002,499.85,3447.9040000000005,535.01,4529.656,557.429,--undefined--,--undefined--
?,0.534,5,744.206,441.475,1883.35,575.362,3075.913,4017.532,3532.04,686.106,4600.877,663.174
?,0.544,4,830.915,659.076,1980.902,652.654,3560.988,748.365,4598.308,910.745,--undefined--,--undefined--
?,0.5539999999999999,4,1152.9089999999999,622.08,2159.083,584.232,3540.6009999999997,581.429,4655.288,976.678,--undefined--,--undefined--
?,0.564,4,1170.9080000000001,484.259,2163.657,510.296,3513.427,438.653,4588.406,1033.104,--undefined--,--undefined--
?,0.574,4,1133.325,509.015,2103.224,664.312,3470.808,462.478,4385.363,943.07,--undefined--,--undefined--
?,0.584,4,1159.0330000000001,676.688,2176.507,1217.9360000000001,3510.39,590.927,4592.027,1094.147,--undefined--,--undefined--
?,0.594,4,1192.769,610.5930000000001,2414.244,1085.292,3577.368,537.39,4709.702,759.924,--undefined--,--undefined--
?,0.604,4,1165.911,547.575,2407.688,893.747,3614.6259999999997,505.611,4755.906,767.329,--undefined--,--undefined--
?,0.614,5,333.99,2262.776,1176.42,582.602,2514.499,902.159,3647.808,492.408,4811.518,756.281
?,0.624,5,500.33,2253.259,1183.695,671.5419999999999,2479.819,1002.429,3679.798,548.716,4797.527,827.618
?,0.634,5,879.1160000000001,2595.717,1140.569,874.3939999999999,2268.355,1302.645,3665.59,558.857,4738.485,803.188
?,0.644,4,998.6610000000001,834.158,2036.129,1018.44,3589.908,492.814,4695.249,826.372,--undefined--,--undefined--
?,0.654,5,867.314,1076.625,1300.844,1953.8120000000001,2240.927,1291.279,3608.407,441.23,4763.77,770.983
?,0.664,5,680.1489999999999,1032.85,1399.576,1249.393,2489.706,1020.32,3649.475,419.662,4864.692,768.007
?,0.674,5,577.039,1559.371,1287.68,1392.098,2406.962,1077.897,3615.733,396.212,4879.496,819.131
?,0.684,4,1111.312,931.487,2334.214,1048.239,3578.8059999999996,449.675,4756.026,713.312,--undefined--,--undefined--
?,0.6940000000000001,5,996.232,1081.452,1042.913,1747.346,2498.857,1106.91,3621.767,597.99,4692.314,695.32
?,0.7040000000000001,5,731.262,692.7330000000001,1529.457,929.148,2695.615,981.438,3725.809,664.786,4748.332,783.681
?,0.7140000000000001,5,733.75,550.39,1640.241,752.916,2684.7709999999997,1138.715,3724.087,546.234,4791.948,800.176
?,0.7240000000000001,5,724.945,749.074,1670.356,973.125,2493.853,1429.9279999999999,3663.217,489.119,4797.967,751.906
?,0.7340000000000001,5,329.005,1930.566,1263.993,1033.812,2324.38,904.2139999999999,3650.179,456.735,4765.55,520.574
?,0.7440000000000001,4,1215.692,687.939,2338.786,662.825,3649.6620000000003,408.899,4694.573,373.297,--undefined--,--undefined--
?,0.754,4,1188.565,571.455,2350.179,694.1469999999999,3641.617,409.181,4697.383,442.516,--undefined--,--undefined--
?,0.764,4,1187.9180000000001,601.46,2336.397,955.137,3655.889,419.01,4835.328,801.669,--undefined--,--undefined--
?,0.774,4,1306.145,524.043,2718.288,1288.11,3631.341,453.534,5145.338,1067.62,--undefined--,--undefined--
?,0.784,5,786.548,783.618,1360.504,342.458,2875.1209999999996,486.866,3622.099,565.434,5340.148,838.087
?,0.794,5,806.673,597.0930000000001,1356.08,272.665,2875.9709999999995,293.925,3587.99,597.104,5264.507,615.419
?,0.804,5,715.452,505.879,1334.121,260.527,2858.0809999999997,287.656,3601.424,266.562,5207.389,574.614
?,0.8140000000000001,5,683.171,307.53,1287.402,215.69299999999998,2903.954,246.332,3618.557,124.077,5263.219,744.872
?,0.8240000000000001,5,659.1419999999999,208.701,1282.36,142.514,2932.973,174.356,3639.204,100.98,5261.207,854.435
?,0.8340000000000001,5,633.4540000000001,141.19,1291.529,110.304,2948.363,153.841,3654.211,97.846,5133.728,828.645
?,0.8440000000000001,5,611.7959999999999,104.06,1297.7089999999998,96.384,2955.143,162.668,3685.52,98.735,5070.294,853.386
?,0.8540000000000001,5,597.998,91.677,1303.1989999999998,103.27,2938.673,172.69299999999998,3742.871,108.228,5266.324,1303.855
?,0.8640000000000001,4,595.452,97.899,1322.106,134.371,2932.947,148.45600000000002,3807.261,110.975,--undefined--,--undefined--
?,0.8740000000000001,4,605.878,114.096,1329.1529999999998,139.516,2940.261,145.194,3841.038,81.645,--undefined--,--undefined--
?,0.884,4,618.6669999999999,137.865,1310.003,126.266,2941.486,216.403,3850.037,79.6,--undefined--,--undefined--
?,0.894,4,603.738,152.697,1286.3010000000002,117.18299999999999,2883.861,307.778,3830.914,179.172,--undefined--,--undefined--
?,0.904,5,544.24,216.699,1290.986,127.54299999999999,2841.6459999999997,361.316,3817.83,281.95,5261.873,249.879
?,0.914,5,513.1080000000001,267.20599999999996,1313.993,131.79399999999998,2893.268,461.941,3928.562,460.378,5219.873,130.211
?,0.924,5,502.399,301.72900000000004,1363.295,172.438,2873.843,702.1030000000001,3906.652,445.759,5195.132,115.843
?,0.934,5,499.673,324.277,1435.1329999999998,205.46400000000003,2665.2670000000003,710.0160000000001,3830.561,144.432,5171.1,128.157
?,0.9440000000000001,5,482.24,250.628,1487.036,165.398,2574.078,493.86400000000003,3835.98,70.16,5140.156,249.255
?,0.9540000000000001,5,466.04699999999997,162.976,1504.158,153.69299999999998,2554.6910000000003,361.125,3859.262,70.076,5143.698,379.315
?,0.9640000000000001,5,450.593,125.838,1478.023,205.03799999999998,2555.6279999999997,292.698,3886.534,105.586,5197.87,382.613
?,0.9740000000000001,5,440.166,190.891,1414.864,331.1,2584.626,307.724,3899.149,187.849,5235.152,461.745
?,0.9840000000000001,5,440.039,341.649,1439.559,417.023,2628.95,433.585,3867.541,344.46,5170.107,641.967
?,0.9940000000000001,5,436.94599999999997,394.255,1521.999,379.892,2641.007,609.077,3818.368,420.527,5021.575,647.102
?,1.004,5,447.29900000000004,603.476,1579.9189999999999,455.041,2515.739,809.2080000000001,3762.641,339.816,5047.599,833.434
?,1.014,5,487.695,374.472,1591.1,466.772,2608.261,525.128,3632.208,147.382,4940.391,922.018
?,1.024,5,489.465,205.828,1504.029,396.574,2649.385,312.85900000000004,3584.553,70.727,4784.565,844.258
?,1.034,5,494.681,176.489,1466.854,333.694,2640.34,328.13,3580.421,61.165,4728.885,841.278
?,1.044,5,502.473,158.23,1426.269,267.991,2596.2470000000003,362.20099999999996,3578.683,59.721,4626.94,803.649
?,1.054,5,513.258,135.85299999999998,1380.511,195.137,2526.797,337.939,3578.285,71.448,4488.708,706.445
?,1.064,5,536.185,132.376,1346.8310000000001,161.30700000000002,2482.222,293.993,3585.446,128.211,4414.983,737.889
?,1.074,5,572.881,162.887,1285.441,192.02900000000002,2462.0229999999997,248.77700000000002,3562.794,216.622,4458.296,855.161
?,1.084,5,587.7080000000001,149.382,1225.295,201.86900000000003,2439.666,200.81,3485.71,237.163,4500.18,730.777
?,1.094,5,600.818,161.55100000000002,1168.56,253.687,2430.038,240.983,3449.064,299.002,4494.988,663.051
?,1.104,5,636.116,293.70099999999996,1054.673,282.16700000000003,2415.978,276.392,3434.925,329.323,4490.042,664.067
?,1.114,5,703.6510000000001,508.69300000000004,970.7819999999999,263.572,2412.482,224.55700000000002,3407.087,286.082,4543.541,701.277
?,1.124,5,823.3589999999999,848.413,886.6,227.17,2404.172,200.821,3392.746,245.241,4576.849,849.39
?,1.1340000000000001,5,837.737,1045.202,867.0939999999999,208.567,2400.715,167.86900000000003,3390.214,242.838,4526.3,896.69
?,1.1440000000000001,5,786.336,333.293,972.433,773.7539999999999,2404.646,157.624,3423.658,306.441,4495.86,948.573
?,1.1540000000000001,5,679.0060000000001,280.473,1173.5510000000002,688.1239999999999,2422.655,212.025,3480.002,473.358,4509.884,977.853
?,1.1640000000000001,5,699.518,336.13,1116.995,664.1419999999999,2440.3160000000003,244.0,3565.187,630.527,4421.196,841.407
?,1.1740000000000002,5,878.9010000000001,447.157,897.5,806.8789999999999,2463.173,330.091,3618.119,737.525,4384.62,875.465
?,1.1840000000000002,5,873.5239999999999,412.051,1026.42,1176.094,2493.38,467.47,3624.899,963.768,4356.526,1196.857
?,1.194,5,737.3839999999999,392.991,1292.1019999999999,810.5310000000001,2459.613,452.009,3438.254,776.546,4479.002,1008.154
?,1.204,5,732.36,308.875,1353.99,861.738,2418.636,448.735,3359.022,635.264,4573.983,813.704
?,1.214,5,764.7460000000001,271.788,1424.97,1163.015,2403.617,527.3969999999999,3376.595,677.746,4637.123,830.396
?,1.224,5,772.625,279.807,1480.704,928.645,2432.916,540.437,3435.207,684.814,4706.275,820.753
?,1.234,5,749.758,363.93199999999996,1471.862,371.566,2472.661,317.259,3573.084,557.909,4828.422,985.823
?,1.244,5,744.143,388.134,1506.22,341.63300000000004,2470.756,265.061,3629.525,392.688,4914.872,1181.916
?,1.254,5,714.435,345.82099999999997,1527.59,404.815,2480.078,360.471,3612.858,416.177,4912.542,1142.813
?,1.264,5,676.1410000000001,302.24,1563.4479999999999,374.72,2515.11,558.2719999999999,3636.775,643.567,4761.691,986.836
?,1.274,5,664.794,249.90099999999998,1574.04,298.621,2520.2129999999997,479.644,3786.391,758.872,4647.854,879.705
?,1.284,5,668.957,201.551,1557.005,268.33,2482.07,347.23699999999997,3854.354,561.708,4797.592,1004.675
?,1.294,5,645.693,268.969,1563.3970000000002,354.958,2548.827,431.175,3859.583,534.261,5308.289,1549.36
?,1.304,4,629.49,350.103,1631.55,469.00199999999995,2739.585,648.621,3947.691,540.718,--undefined--,--undefined--
?,1.314,4,648.198,388.311,1697.43,549.6709999999999,2852.15,722.673,3989.078,516.772,--undefined--,--undefined--
?,1.324,4,660.3710000000001,626.957,1699.2479999999998,714.12,2849.888,852.909,4005.088,611.158,--undefined--,--undefined--
?,1.334,4,610.19,869.29,1596.406,592.982,2938.672,899.8860000000001,4032.197,745.798,--undefined--,--undefined--
?,1.344,4,637.438,573.006,1556.0720000000001,496.25300000000004,2856.9190000000003,879.7810000000001,3995.924,632.093,--undefined--,--undefined--
?,1.354,5,680.433,552.261,1519.8120000000001,636.431,2707.1279999999997,845.9119999999999,3872.317,553.852,5165.137,1449.131
?,1.364,5,659.2769999999999,620.967,1531.245,643.781,2792.6540000000005,926.438,3805.765,599.132,5303.441,1347.603
?,1.374,5,608.3480000000001,695.012,1537.102,741.701,2813.3379999999997,903.173,3826.281,749.386,5044.339,1286.1
?,1.3840000000000001,5,697.819,754.308,1444.217,1494.606,2630.968,889.204,3762.214,784.039,4860.634,1217.663
?,1.3940000000000001,5,870.88,763.677,928.2460000000001,3186.675,2547.89,897.951,3760.392,790.614,4861.104,1601.423
?,1.4040000000000001,5,890.5880000000001,893.2360000000001,1359.724,2184.366,2689.796,1230.647,3886.858,834.206,4868.446,1894.281
?,1.4140000000000001,5,900.762,1383.067,1273.79,1096.484,2612.819,1182.347,3892.969,585.24,4982.703,1460.593
?,1.4240000000000002,5,528.442,1645.711,1342.3370000000002,572.471,2598.92,1063.4460000000001,3860.275,495.114,4996.75,1120.316
?,1.4340000000000002,5,656.291,1124.935,1399.29,655.747,2709.05,1301.854,3820.272,628.607,5052.511,1201.558
?,1.444,4,835.0160000000001,705.98,1873.381,918.658,3567.881,825.23,4196.785,1884.367,--undefined--,--undefined--
?,1.454,4,816.801,614.0740000000001,1933.999,850.375,3449.434,689.0269999999999,4264.971,1631.113,--undefined--,--undefined--
?,1.464,5,812.1060000000001,737.698,1596.362,1246.555,2857.018,1377.934,3606.672,776.147,5028.207,1334.766
?,1.474,3,1116.45,776.755,2593.32,1118.013,3667.8590000000004,781.5,--undefined--,--undefined--,--undefined--,--undefined--
?,1.484,4,1140.079,625.952,2275.31,714.539,3614.8920000000003,843.7139999999999,4062.061,1707.207,--undefined--,--undefined--
?,1.494,4,1018.949,830.242,2209.0589999999997,751.321,3587.9190000000003,873.948,4560.093,2096.645,--undefined--,--undefined--
?,1.504,5,733.622,892.357,2070.008,1227.347,2468.933,2727.7509999999997,3462.342,1307.258,4785.174,1037.929
?,1.514,4,787.9169999999999,808.427,2041.971,743.283,3208.18,1018.828,4488.726,1129.57,--undefined--,--undefined--
?,1.524,4,852.487,883.801,2017.878,558.133,3228.3920000000003,947.025,4327.046,951.292,--undefined--,--undefined--
?,1.534,4,774.65,1034.343,1970.211,614.9069999999999,3126.058,1119.627,4189.994,1278.5,--undefined--,--undefined--
?,1.544,5,771.95,1038.444,1932.108,780.2180000000001,2959.613,1187.228,3558.775,1768.446,4772.825,1233.585
?,1.554,5,740.1410000000001,1288.757,1805.683,1117.222,2700.7790000000005,1221.364,3384.44,1131.533,4762.339,826.302
?,1.564,5,757.71,1056.958,1833.97,885.043,2787.087,1004.564,3469.74,1415.459,4760.916,783.063
?,1.574,5,838.737,799.301,1906.205,618.883,2777.6679999999997,817.916,4086.009,1195.904,5092.423,1881.469
?,1.584,4,1005.959,963.997,2034.2320000000002,611.557,2866.8779999999997,1037.6680000000001,4195.663,793.581,--undefined--,--undefined--
?,1.594,4,1138.478,919.666,2078.263,520.341,3011.508,791.325,4272.124,654.658,--undefined--,--undefined--
?,1.604,4,941.2310000000001,953.4960000000001,1976.2379999999998,523.148,2959.9159999999997,706.4069999999999,4227.23,666.752,--undefined--,--undefined--
?,1.614,4,830.414,869.5010000000001,1907.432,522.888,2943.9040000000005,680.248,4233.332,782.123,--undefined--,--undefined--
?,1.624,4,952.7660000000001,835.127,1949.578,706.346,3049.3,848.6089999999999,4252.252,797.689,--undefined--,--undefined--
?,1.6340000000000001,4,1056.4180000000001,805.763,2030.418,698.341,3225.179,630.505,4342.655,690.227,--undefined--,--undefined--
?,1.6440000000000001,4,1034.447,984.414,2027.195,629.7769999999999,3256.01,595.694,4380.86,619.147,--undefined--,--undefined--
?,1.6540000000000001,4,937.8969999999999,940.0189999999999,2057.425,607.45,3269.002,731.079,4331.469,655.736,--undefined--,--undefined--
?,1.6640000000000001,4,1017.299,953.71,2097.196,727.4730000000001,3305.367,743.76,4310.542,720.526,--undefined--,--undefined--
?,1.6740000000000002,4,1143.711,1024.777,2110.597,914.0369999999999,3350.677,896.3580000000001,4219.941,740.579,--undefined--,--undefined--
?,1.6840000000000002,4,1177.0739999999998,898.6010000000001,2170.038,811.965,3505.8779999999997,909.503,4151.94,766.376,--undefined--,--undefined--
?,1.694,4,1123.0839999999998,910.497,2110.2329999999997,783.09,3538.2329999999997,696.47,4235.413,851.358,--undefined--,--undefined--
?,1.704,4,866.067,907.2719999999999,2007.519,794.155,3542.344,728.3839999999999,4376.979,1027.218,--undefined--,--undefined--
?,1.714,4,909.327,928.294,2185.0170000000003,1227.546,3666.123,939.6110000000001,4746.255,1148.116,--undefined--,--undefined--
?,1.724,4,1111.943,717.543,2314.5589999999997,947.928,3559.875,824.905,4461.796,1299.26,--undefined--,--undefined--
?,1.734,4,1107.932,710.8939999999999,2219.93,915.679,3552.009,633.923,4323.501,1164.334,--undefined--,--undefined--
?,1.744,4,832.6339999999999,1177.828,2021.245,1083.886,3731.732,747.127,3941.731,1966.789,--undefined--,--undefined--
?,1.754,4,598.376,847.5319999999999,1714.6670000000001,876.449,2836.978,1177.085,3907.737,544.016,--undefined--,--undefined--
?,1.764,4,633.034,903.8480000000001,1656.569,931.773,2862.045,963.453,3961.921,645.57,--undefined--,--undefined--
?,1.774,4,689.117,779.3580000000001,1745.631,978.0239999999999,3065.64,1160.4,3987.664,863.187,--undefined--,--undefined--
?,1.784,4,946.1060000000001,699.341,2071.89,896.332,3452.115,789.51,4184.243,844.735,--undefined--,--undefined--
?,1.794,4,1044.0919999999999,368.892,2188.515,657.185,3504.772,559.241,4225.491,727.005,--undefined--,--undefined--
?,1.804,4,1111.434,360.092,2150.115,786.203,3442.585,550.452,4280.737,800.434,--undefined--,--undefined--
?,1.814,4,1133.764,534.49,2078.0370000000003,1055.3410000000001,3464.067,651.7,4433.302,1244.328,--undefined--,--undefined--
?,1.824,5,823.975,958.762,1521.6970000000001,965.432,2890.5879999999997,1648.392,3673.657,808.649,5083.505,1120.927
?,1.834,4,701.645,859.164,1611.539,682.169,3037.315,1058.3319999999999,3890.816,813.826,--undefined--,--undefined--
?,1.844,4,804.035,928.753,1713.32,876.99,3096.675,934.3610000000001,4056.742,618.717,--undefined--,--undefined--
?,1.854,4,1050.563,639.5269999999999,2151.4339999999997,1415.4660000000001,3196.5559999999996,1203.4189999999999,4092.206,735.003,--undefined--,--undefined--
?,1.864,4,1162.6019999999999,363.689,2449.27,937.6110000000001,3719.494,1176.6689999999999,4013.082,1625.941,--undefined--,--undefined--
?,1.874,4,1199.46,403.18699999999995,2539.19,1016.49,3783.849,906.538,4001.521,2778.996,--undefined--,--undefined--
?,1.8840000000000001,3,1146.261,771.382,2807.1820000000002,1750.621,3834.283,1081.597,--undefined--,--undefined--,--undefined--,--undefined--
?,1.8940000000000001,5,797.8969999999999,694.4630000000001,1597.057,1181.0439999999999,3407.2140000000004,1857.164,3674.431,1345.65,5087.972,1816.626
?,1.9040000000000001,4,855.127,695.6469999999999,1699.648,1329.009,3481.0009999999997,973.3610000000001,4431.339,2145.585,--undefined--,--undefined--
?,1.9140000000000001,4,1009.827,568.295,2076.67,1449.82,3454.2659999999996,888.6610000000001,4535.48,1435.605,--undefined--,--undefined--
?,1.9240000000000002,4,1044.3339999999998,460.408,2087.555,1217.547,3496.3559999999998,802.173,4450.08,1093.833,--undefined--,--undefined--
?,1.9340000000000002,4,1106.463,490.079,2062.762,941.623,3548.442,574.75,4338.26,939.396,--undefined--,--undefined--
?,1.944,4,1194.13,482.35900000000004,2107.146,915.816,3529.703,542.577,4334.544,941.788,--undefined--,--undefined--
?,1.954,4,1224.135,629.496,2143.661,1547.72,3495.1890000000003,946.503,4264.39,1415.578,--undefined--,--undefined--
?,1.964,5,1243.423,1045.059,1345.211,3683.652,2035.856,2635.312,3624.389,945.578,4975.944,1464.012
?,1.974,4,1143.952,732.091,2007.8670000000002,866.9680000000001,3581.6220000000003,549.096,4877.609,1190.801,--undefined--,--undefined--
?,1.984,4,1113.996,650.839,1969.1,597.558,3569.0409999999997,517.156,4456.517,1409.197,--undefined--,--undefined--
?,1.994,4,1070.3419999999999,685.543,1977.5520000000001,589.556,3505.842,585.395,4414.734,1070.942,--undefined--,--undefined--
?,2.004,4,1020.61,679.558,2113.7270000000003,783.9780000000001,3505.11,704.477,4691.479,1151.516,--undefined--,--undefined--
?,2.0140000000000002,4,1048.267,562.655,2256.938,871.653,3446.675,647.312,4724.226,1144.254,--undefined--,--undefined--
?,2.024,4,1117.96,612.447,2312.984,1142.983,3487.895,733.505,4332.193,1817.521,--undefined--,--undefined--
?,2.0340000000000003,4,1117.86,577.931,2311.857,1346.715,3617.768,1367.56,3741.046,1283.095,--undefined--,--undefined--
?,2.044,4,1064.239,477.962,2190.081,948.7510000000001,3435.134,933.135,4048.742,1095.772,--undefined--,--undefined--
?,2.0540000000000003,4,982.32,625.706,2163.738,915.2239999999999,3401.7129999999997,776.453,3911.687,1358.526,--undefined--,--undefined--
?,2.064,4,923.7439999999999,895.966,2034.014,1059.731,3217.5959999999995,1606.092,3536.93,724.811,--undefined--,--undefined--
?,2.074,4,979.299,1035.065,1952.4620000000002,982.55,3427.663,727.352,3853.733,1630.469,--undefined--,--undefined--
?,2.084,4,990.054,779.457,1903.0439999999999,573.418,3451.6620000000003,552.035,4271.325,1140.565,--undefined--,--undefined--
?,2.094,4,961.085,615.727,1939.2220000000002,454.7,3485.323,559.55,4332.72,1094.143,--undefined--,--undefined--
?,2.104,4,913.997,564.1030000000001,1951.088,430.88,3476.833,700.768,4208.202,1044.743,--undefined--,--undefined--
?,2.114,4,926.587,547.734,1955.79,396.67,3478.217,881.4680000000001,4081.581,1089.327,--undefined--,--undefined--
?,2.124,4,797.8960000000001,454.784,1850.392,270.733,2576.1639999999998,727.674,3939.281,590.902,--undefined--,--undefined--
?,2.134,4,765.627,380.219,1830.859,197.702,2525.012,401.533,4197.342,643.488,--undefined--,--undefined--
?,2.144,4,748.2180000000001,356.82099999999997,1830.632,184.865,2509.607,352.841,4302.732,633.913,--undefined--,--undefined--
?,2.154,4,698.221,314.82599999999996,1831.721,185.608,2495.097,330.49800000000005,4296.649,617.718,--undefined--,--undefined--
?,2.164,4,581.423,122.07,1840.866,394.44699999999995,2493.346,394.648,4420.356,702.664,--undefined--,--undefined--
?,2.174,4,583.299,89.948,1834.757,428.68800000000005,2509.276,418.95599999999996,4494.042,832.511,--undefined--,--undefined--
?,2.184,4,589.644,68.101,1814.114,278.363,2508.433,410.869,4464.221,1059.717,--undefined--,--undefined--
?,2.194,4,596.502,63.766000000000005,1810.0079999999998,209.87099999999998,2526.553,327.718,4326.045,1366.051,--undefined--,--undefined--
?,2.204,5,597.571,89.206,1814.945,238.50900000000001,2580.045,252.59400000000002,4509.633,2410.123,5186.194,1472.727
?,2.214,5,592.161,126.44,1798.861,343.019,2637.417,232.826,3644.17,3263.431,4987.955,573.128
?,2.224,5,577.188,131.85,1724.524,410.72900000000004,2632.8309999999997,334.647,3329.98,1638.522,4985.274,378.056
?,2.234,5,558.81,140.21200000000002,1689.329,445.452,2555.5789999999997,458.546,3384.493,1091.838,4989.486,264.553
?,2.244,5,533.942,161.373,1680.223,565.66,2476.817,649.881,3441.338,1058.524,4992.025,225.718
?,2.254,5,512.146,186.794,1728.06,832.074,2325.447,966.841,3485.137,957.634,5006.71,253.286
?,2.2640000000000002,5,503.014,197.813,1582.271,1038.008,2335.4629999999997,688.2919999999999,3690.687,841.521,5089.923,315.501
?,2.274,5,488.616,188.14,1542.6670000000001,897.937,2393.011,568.808,3771.215,722.733,5134.892,319.839
